Content,EventTemplate,IsInTrain,Dataset
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
force load/store alignment...............0,force load/store alignment...............<*>,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
shutdown complete,shutdown complete,yes,BGL
"Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D97DB7937BFFFF05071B7054DA, found 04D081A3892FFFFF0D0B1C505AF3","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 07570DD8002FFFFF09031B7090E2, found 04D480D8482FFFFF0A071BA052DE","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 04D58088CB2FFFFF08031C104CE9, found 04CA80D8012FFFFF08061A8094CB","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE7DB80D7BFFFF04051B70D8D9, found 04DE7DF2D37BFFFF09081B6088D9","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D97DB7937BFFFF05071B7054DA, found 04D081A3892FFFFF0D0B1C505AF3","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 04D58088CB2FFFFF08031C104CE9, found 04CA80D8012FFFFF08061A8094CB","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 074C04C10F7BFFFF08051AE08ED2, found 04C180A5D12FFFFF05081BD088E2","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 074C04C10F7BFFFF08051AE08ED2, found 04C180A5D12FFFFF05081BD088E2","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
"Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
icache prefetch threshold................0,icache prefetch threshold................<*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
guaranteed instruction cache block touch.0,guaranteed instruction cache block <*>,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
NodeCard is not fully functional,NodeCard is not fully functional,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
program interrupt: fp cr update.............0,program interrupt: fp cr update.............<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:<*> cr:<*> xer:<*> ctr:<*>,yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.",yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
machine check enable..............0,machine check enable..............<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
program interrupt: trap instruction.........0,program interrupt: trap instruction.........<*>,yes,BGL
"2 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 6","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"2 ddr errors(s) detected and corrected on rank 0, symbol 4, bit 4","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 6","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"4 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 5","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 7","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 3","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 7","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 10, bit 0","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"4 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 4","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 7","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"4 ddr errors(s) detected and corrected on rank 0, symbol 24, bit 1","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
"1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,yes,BGL
