Content,EventTemplate,IsInTrain,Dataset,ZsMistralExtractedTemplate,FsMistralExtractedTemplate,FTMistralExtractedTemplate,ZSGPT4ExtractedTemplate,FSGPT4ExtractedTemplate
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,no-FT,Apache,<*>,workerEnv.init() ok /etc/httpd/conf/workers2.propertiesExtracted template: workerEnv.init() ok <*>,workerEnv.init() ok <*>,workerEnv.init() ok <*>,workerEnv.init() ok <*>
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,no-FT,Apache,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state 6Extracted template: mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,no-FT,Apache,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state 6Extracted template: mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,no-FT,Apache,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state 6Extracted template: mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>,mod_jk child workerEnv in error state <*>
rts internal error,rts internal error,no-FT,BGL,rts internal error,rts internal error<|im_end|,rts internal error,<*> <*> <*>,rts internal error
rts internal error,rts internal error,no-FT,BGL,rts internal error,rts internal error<|im_end|,rts internal error,"<*> <*> <*>
",rts internal error
rts internal error,rts internal error,no-FT,BGL,rts internal error,rts internal error<|im_end|,rts internal error,"<*> <*> <*>
",rts internal error
disable store gathering..................0,disable store gathering..................<*>,no-FT,BGL,<*>,disable store gathering..................0Extracted template: disable store gathering..................<*>,disable store gathering..................<*>,disable store gathering..................<*>,disable store gathering..................<*>
disable store gathering..................0,disable store gathering..................<*>,no-FT,BGL,<*>,disable store gathering..................0Extracted template: disable store gathering..................<*>,disable store gathering..................<*>,disable store gathering..................<*>,disable store gathering..................<*>
disable store gathering..................0,disable store gathering..................<*>,no-FT,BGL,<*>,disable store gathering..................0Extracted template: disable store gathering..................<*>,disable store gathering..................<*>,disable store gathering..................<*>,disable store gathering..................<*>
generating core.9785,generating <*>,no-FT,BGL,<*>,,generating core.<*>,generating core.<*>,generating core.<*>
generating core.14627,generating <*>,no-FT,BGL,<*>,,generating core.14627,generating core.<*>,generating core.<*>
generating core.1916,generating <*>,no-FT,BGL,<*>,,generating core.<*>,generating core.<*>,generating core.<*>
Can not get assembly information for node card,Can not get assembly information for node card,no-FT,BGL,<*>,Can not get assembly information for node cardExtracted template: Can not get assembly information for node card,Can not get assembly information for node card,Can not get assembly information for <*>,Can not get assembly information for node card
Can not get assembly information for node card,Can not get assembly information for node card,no-FT,BGL,<*>,Can not get assembly information for node cardExtracted template: Can not get assembly information for node card,Can not get assembly information for node card,Can not get assembly information for <*>,Can not get assembly information for node card
Can not get assembly information for node card,Can not get assembly information for node card,no-FT,BGL,<*>,Can not get assembly information for node cardExtracted template: Can not get assembly information for node card,Can not get assembly information for node card,Can not get assembly information for <*>,Can not get assembly information for node card
auxiliary processor.........................0,auxiliary processor.........................<*>,no-FT,BGL,auxiliary processor.........................0,auxiliary processor.........................0Extracted template: auxiliary processor.........................<*>,auxiliary processor.........................<*>,auxiliary processor.........................<*>,auxiliary processor.........................<*>
auxiliary processor.........................0,auxiliary processor.........................<*>,no-FT,BGL,auxiliary processor.........................0,auxiliary processor.........................0Extracted template: auxiliary processor.........................<*>,auxiliary processor.........................<*>,auxiliary processor.........................<*>,auxiliary processor.........................<*>
auxiliary processor.........................0,auxiliary processor.........................<*>,no-FT,BGL,auxiliary processor.........................0,auxiliary processor.........................0Extracted template: auxiliary processor.........................<*>,auxiliary processor.........................<*>,auxiliary processor.........................<*>,auxiliary processor.........................<*>
rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,rts tree/torus link training failed: wanted: <*> got: <*>,no-FT,BGL,B C X+ X- Y+ Y- Z+ Z-,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-Extracted template: rts tree/torus link training failed: wanted: <*> <*>,rts tree/torus link training failed: wanted: <*> <*> <*> <*> got: <*> <*> <*> <*>,rts tree/torus link training failed: wanted: <*> got: <*>,rts tree/torus link training failed: wanted: <*> <*> <*> <*> <*> <*> <*> <*> got: <*> <*> <*> <*> <*> <*>
rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,rts tree/torus link training failed: wanted: <*> got: <*>,no-FT,BGL,B C X+ X- Y+ Y- Z+ Z-,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-Extracted template: rts tree/torus link training failed: wanted: <*> <*>,rts tree/torus link training failed: wanted: <*> <*> <*> <*> got: <*> <*> <*> <*>,rts tree/torus link training failed: wanted: <*> got: <*>,rts tree/torus link training failed: wanted: <*> <*> <*> <*> <*> <*> <*> <*> got: <*> <*> <*> <*> <*> <*>
rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,rts tree/torus link training failed: wanted: <*> got: <*>,no-FT,BGL,B C X+ X- Y+ Y- Z+ Z-,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-Extracted template: rts tree/torus link training failed: wanted: <*> <*>,rts tree/torus link training failed: wanted: <*> <*> <*> <*> got: <*> <*> <*> <*>,rts tree/torus link training failed: wanted: <*> got: <*>,rts tree/torus link training failed: wanted: <*> <*> <*> <*> <*> <*> <*> <*> got: <*> <*> <*> <*> <*> <*>
16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,no-FT,BGL,16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detectedExtracted template: <*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,<*> tree receiver <*> in re-synch state event(s) (dcr 0x<*> detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected
4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,no-FT,BGL,4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detectedExtracted template: <*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected<,4 tree receiver 2 in re-synch state event(s) (dcr <*>) detected,<*> tree receiver <*> in re-synch state event(s) (dcr 0x<*> detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected
1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,no-FT,BGL,1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detectedExtracted template: <*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected<,1 tree receiver <*> in re-synch state event(s) (dcr <*>) detected,<*> tree receiver <*> in re-synch state event(s) (dcr 0x<*> detected,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,no-FT,BGL,<*>,ciod: Message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>),ciod: Message code <*> is not <*> or <*>,ciod: Message code <*> is not <*> or <*>,ciod: Message code <*> is not <*> or <*>
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,no-FT,BGL,<*>,ciod: Message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>),ciod: Message code <*> is not <*> or <*>,ciod: Message code <*> is not <*> or <*>,ciod: Message code <*> is not <*> or <*>
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,no-FT,BGL,<*>,ciod: Message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>),ciod: Message code <*> is not <*> or <*>,ciod: Message code <*> is not <*> or <*>,ciod: Message code <*> is not <*> or <*>
wait state enable.................0,wait state enable.................<*>,no-FT,BGL,<*>,wait state enable.................0Extracted template: wait state enable.................<*>,wait state enable.................<*>,wait state enable.................<*>,wait state enable.................<*>
wait state enable.................0,wait state enable.................<*>,no-FT,BGL,<*>,wait state enable.................0Extracted template: wait state enable.................<*>,wait state enable.................<*>,wait state enable.................<*>,wait state enable.................<*>
wait state enable.................0,wait state enable.................<*>,no-FT,BGL,<*>,wait state enable.................0Extracted template: wait state enable.................<*>,wait state enable.................<*>,wait state enable.................<*>,wait state enable.................<*>
"2 ddr error(s) detected and corrected on rank 0, symbol 34 over 2738 seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds",no-FT,BGL,"2 ddr error(s) detected and corrected on rank 0, symbol 34 over 2738 seconds","2 ddr error(s) detected and corrected on rank 0, symbol 34 over 2738 secondsExtracted template: <*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds<|","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"
"28 ddr error(s) detected and corrected on rank 0, symbol 21 over 11562 seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds",no-FT,BGL,"28 ddr error(s) detected and corrected on rank 0, symbol 21 over 11562 seconds","28 ddr error(s) detected and corrected on rank 0, symbol 21 over 11562 secondsExtracted template: <*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"
"2 ddr error(s) detected and corrected on rank 0, symbol 28 over 3365 seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds",no-FT,BGL,"2 ddr error(s) detected and corrected on rank 0, symbol 28 over 3365 seconds","2 ddr error(s) detected and corrected on rank 0, symbol 28 over 3365 secondsExtracted template: <*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds<|","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,no-FT,BGL,program interrupt: privileged instruction...0,program interrupt: privileged instruction...0Extracted template: program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,no-FT,BGL,program interrupt: privileged instruction...0,program interrupt: privileged instruction...0Extracted template: program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,no-FT,BGL,program interrupt: privileged instruction...0,program interrupt: privileged instruction...0Extracted template: program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>,program interrupt: privileged instruction...<*>
data storage interrupt,data storage interrupt,no-FT,BGL,<*> storage interrupt,data storage interruptExtracted template: <*> storage interrupt,data storage interrupt,<*> <*> <*>,data storage interrupt
data storage interrupt,data storage interrupt,no-FT,BGL,<*> storage interrupt,data storage interruptExtracted template: <*> storage interrupt,data storage interrupt,<*> <*> interrupt,data storage interrupt
data storage interrupt,data storage interrupt,no-FT,BGL,<*> storage interrupt,data storage interruptExtracted template: <*> storage interrupt,data storage interrupt,<*> <*> <*>,data storage interrupt
program interrupt: fp cr field .............0,program interrupt: fp cr field .............<*>,no-FT,BGL,program interrupt: fp cr field .............0,program interrupt: fp cr field .............0Extracted template: program interrupt: fp cr field .............<*>,program interrupt: fp cr field .............<*>,program interrupt: fp cr field <*,program interrupt: fp cr field <*>\
program interrupt: fp cr field .............0,program interrupt: fp cr field .............<*>,no-FT,BGL,program interrupt: fp cr field .............0,program interrupt: fp cr field .............0Extracted template: program interrupt: fp cr field .............<*>,program interrupt: fp cr field .............<*>,program interrupt: fp cr field <*,program interrupt: fp cr field <*>\
program interrupt: fp cr field .............0,program interrupt: fp cr field .............<*>,no-FT,BGL,program interrupt: fp cr field .............0,program interrupt: fp cr field .............0Extracted template: program interrupt: fp cr field .............<*>,program interrupt: fp cr field .............<*>,program interrupt: fp cr field <*,program interrupt: fp cr field <*>\
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,no-FT,BGL,data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correctExtracted template: data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,<*> cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,no-FT,BGL,data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correctExtracted template: data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,<*> cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct
data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,no-FT,BGL,data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correctExtracted template: data cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct,<*> cache search parity error detected. attempting to correct,data cache search parity error detected. attempting to correct
"Kernel detected 3946290 integer alignment exceptions (3946283) iar 0x00544ea8, dear 0x01ef6080 (3946284) iar 0x00544eb8, dear 0x01ef60a0 (3946285) iar 0x00544ea8, dear 0x01ef60c0 (3946286) iar 0x00544eb8, dear 0x01ef60e0 (3946287) iar 0x00544ee0, dear 0x01ef6100 (3946288) iar 0x00544ef0, dear 0x01ef6120 (3946289) iar 0x00544ee0, dear 0x01ef6140 (3946290) iar 0x00544ef0, dear 0x01ef6160","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",no-FT,BGL,"<*> detected <*> integer alignment exceptions (<*>).     <*> iar <*> (<*>), dear <*> (<*>).     <*> iar <*> (<*>), dear <*> (<*>).     <*> iar <*> (<","Kernel detected 3946290 integer alignment exceptions (3946283) iar 0x00544ea8, dear 0x01ef6080 (3946284) iar 0","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>)","""Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>""
","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"
"Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",no-FT,BGL,"<*> detected <*> integer alignment exceptions (<*>).     <*> iar <*> (<*>), dear <*> (<*>).     <*> iar <*> (<*>), dear <*> (<*>).     <*> iar <*> (<","Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) i","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>)","""Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>""
","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"
"Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",no-FT,BGL,"<*> detected <*> integer alignment exceptions (<*>).     <*> iar <*> (<*>), dear <*> (<*>).     <*> iar <*> (<*>), dear <*> (<*>).     <*> iar <*> (<","Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>)","""Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>""
","Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"
instruction cache parity error corrected,instruction cache parity error corrected,no-FT,BGL,<*> cache parity error corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> cache parity error corrected,instruction cache parity error corrected
instruction cache parity error corrected,instruction cache parity error corrected,no-FT,BGL,<*> cache parity error corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> cache parity error corrected,instruction cache parity error corrected
instruction cache parity error corrected,instruction cache parity error corrected,no-FT,BGL,<*> cache parity error corrected,instruction cache parity error corrected,instruction cache parity error corrected,<*> cache parity error corrected,instruction cache parity error corrected
1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,no-FT,BGL,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 secondsExtracted template: <*> tree receiver <*> in re-synch state event(s) (dcr <*>,1 tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,<*> tree receiver <*> in re-synch state event(s) (dcr 0x<*>) detected over <*> seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds
1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,no-FT,BGL,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 secondsExtracted template: <*> tree receiver <*> in re-synch state event(s) (dcr <*>,1 tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,<*> tree receiver <*> in re-synch state event(s) (dcr 0x<*>) detected over <*> seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds
1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,no-FT,BGL,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 secondsExtracted template: <*> tree receiver <*> in re-synch state event(s) (dcr <*>,1 tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,<*> tree receiver <*> in re-synch state event(s) (dcr 0x<*>) detected over <*> seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds
New ido chip inserted into the database: FF:F2:9F:16:C4:C2:00:0D:60:E9:3B:3D ip=10.2.1.37 v=13 t=4,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,no-FT,BGL,<*> inserted into the database: <*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>
New ido chip inserted into the database: FF:F2:9F:16:BF:6C:00:0D:60:E9:40:93 ip=10.5.0.46 v=13 t=4,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,no-FT,BGL,<*> inserted into the database: <*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>
